,user,text,favorite_count,retweet_count,created_at
97,SudhanshuTrived,From 9.05 to 9.50 pm I’m @TimesNow,172,31,2023-04-03 15:33:31+00:00
98,SudhanshuTrived,OBC वर्ग के इतने बड़े अपमान के बाद कोर्ट में सामान्य रूप से प्रस्तुत होने के बजाय छोटे सरकार का इतने लश्कर-ए-ज़र्रार के साथ आना न्यायालय को दबाव में लेने व पिछड़े वर्गों के प्रति उनके मन के दुराग्रह व अपने ख़ानदानी अहंकार का प्रतीक है https://t.co/YmZEgPMqFp,5216,1310,2023-04-03 14:33:22+00:00
99,SudhanshuTrived,From 7.05 to 7.50 pm I’m @News18India,183,26,2023-04-03 13:30:17+00:00
100,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,202,30,2023-04-03 12:32:23+00:00
101,SudhanshuTrived,आज जयपुर में नवोन्मेष के कार्यक्रम में प्रबुद्ध नागरिकों के साथ संवाद व संबोधन का अवसर प्राप्त हुआ । https://t.co/UUhOtgVBZb,2739,369,2023-04-02 16:46:48+00:00
102,SudhanshuTrived,"विश्व के अन्य नेताओं की तुलना में PM श्री @narendramodi जी निरन्तर वर्षों से अप्रूवल रेटिंग में शीर्ष पायदान में बने हुए है। 

भारत में विपक्ष के पूर्वाग्रही विष वमन के पश्चात भी विश्व का PM के कुशल व दूरदर्शी नेतृत्व पर यह विश्वास उन्हें वैश्विक नेता के रूप में स्वीकार रहा है। https://t.co/g6HJFHzEY8",4096,1007,2023-04-02 14:30:21+00:00
103,SudhanshuTrived,From 9.05 to 9.40 pm I’m @ndtv 24X7,256,29,2023-04-01 15:35:16+00:00
104,SudhanshuTrived,"एक समुदाय की धार्मिक भावनाओं को लांछित करने व दूसरे मज़हब की धार्मिक भावनाओं को महिमा मंडित करने की मज़हबी सियासत में ⁦@BJP4India⁩ ⁦@BJP4Bengal⁩ पर खोखले आक्रमण करने के चक्कर में माननीया ममता जी आप क्या बोल गईं, आप तो देश और बंगाल का ये इतिहास ही भूल गईं। https://t.co/JBXt50NX94",4183,1327,2023-04-01 13:55:44+00:00
105,SudhanshuTrived,"केजरीवाल जी पूरी तरह से विक्षिप्त हो कर उल्टा सीधा बोलते हुए नई निम्नता पर आ रहे हैं और कोर्ट से फटकार भी खा रहे हैं। PM ⁦@narendramodi⁩ जी के प्रति इस भाषा शैली,भाव-भंगिमा का प्रयोग करते हुए वो नैतिकता दृष्टि से से भ्रष्टतम व राजनैतिक दृष्टि से निम्नतम स्थिति पर आ गये हैं। https://t.co/KpX0Vta3f8",6790,1855,2023-04-01 12:49:24+00:00
106,SudhanshuTrived,"My Press Conference @BJP4India Head Office New Delhi
भाजपा केंद्रीय कार्यालय में आज की मेरी प्रेस वार्ता । https://t.co/8xImCrXcc3",944,152,2023-04-01 09:42:25+00:00
107,SudhanshuTrived,"Viceroy executive council का नाम संसद भवन व Viceroy House का नाम राष्ट्रपति भवन स्वाभिमान का प्रतीक था तो नया संसद भवन और भी स्वाभिमान का प्रतीक होना चाहिए।
आज़ाद भारत में 1968 तक संसद भवन के सामने जॉर्ज पंचम की मूर्ति रखने में सुख अनुभव करने वाले ही नये संसद से दुःखी हो रहे हैं https://t.co/3IMnunixGM",7894,2339,2023-03-31 17:08:41+00:00
108,SudhanshuTrived,"नए भारत में जब एक ऑफ़िस भी आधुनिक सुविधाओं से युक्त है तो 21वी सदी में नये स्वरूप में उभरते भारत की संसद भी नए रूप में दिखनी चाहिए।
विरोध में वो है जो कोर्ट गए थे कि संसद भवन के ऊपर बने शेर अधिक आक्रामक हैं। इन्हें शेर बिल्ली जैसे व संसद अंग्रेजों के ज़माने की अधिक अच्छी लगती है https://t.co/rvqTtWy3f5",9236,2556,2023-03-31 16:53:55+00:00
109,SudhanshuTrived,From 7.05 to 7.50 pm I’m @News18India,219,29,2023-03-31 13:25:21+00:00
110,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,210,27,2023-03-31 12:22:25+00:00
111,SudhanshuTrived,"नये भारत की जन आकांक्षाओं का दर्पण नया आधुनिक और विश्वस्तरीय तकनीकी सुविधाओं से युक्त संसद भवन।
अमृतकाल में नव निर्माणों के काल में श्री राम मंदिर और लोकतंत्र के मंदिर (संसद) का नव निर्माण भारत के उभरते नए स्वरूप और लोकतंत्र के नए व्याप का परिचायक है।@BJP4India @narendramodi https://t.co/Tmm5b7IkEu",2717,444,2023-03-30 14:58:41+00:00
112,SudhanshuTrived,"सशक्त नारी प्राथमिकता हमारी। 

जन धन योजना, मुद्रा योजना, स्टार्टअप इंडिया, PM आवास, उज्ज्वला जैसी महिलाओं को समर्पित योजनाएँ और बड़े पदों पर महिलाओं की भागीदारी संपूर्ण विश्व के लिए महिला सशक्तिकरण की एक बड़ी मिसाल है। @narendramodi ⁦@BJP4India⁩ https://t.co/twO0bKqVGy",1107,240,2023-03-30 14:45:50+00:00
113,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,237,31,2023-03-30 12:36:13+00:00
114,SudhanshuTrived,"ब्यापक ब्रह्म निरंजन निर्गुन बिगत बिनोद।
सो अज प्रेम भगति बस कौसल्या कें गोद॥ https://t.co/vu6meeuYpG",6225,673,2023-03-30 07:04:13+00:00
115,SudhanshuTrived,"हिंदू धर्म ग्रंथों की समीक्षा की बात वो करे जो धार्मिक शिक्षा का औपचारिक ज्ञान रखता हो।
नवरात्रि चल रहे है,
आदिशक्ति स्त्री के रूप में है,
दुनिया का कोई देश नहीं जहां स्त्री तत्व को भगवान माना हो,वहाँ ईश्वर केवल पुरुष है।
समानता की इस परीक्षा को पास करिए फ़िर समीक्षा का दावा करिए https://t.co/Qm5wTOyZSS",15237,4722,2023-03-29 17:42:51+00:00
116,SudhanshuTrived,"कोई मुद्दा विपक्ष को एक नहीं कर पाया न किसान का मुद्दा न तथाकथित महंगाई व बेरोज़गारी का मुद्दा।जैसा PM श्री @narendramodi जी ने कहा (अपने-अपने) भ्रष्टाचार की कारवाई पर सब एक हो गये।सब अपने दर्द से एक हैं 
“कौन रोता है किसी और की बात पर ए दोस्त, 
सबको अपनी ही किसी बात पर रोना आया। https://t.co/KERNm1FCAV",5879,1642,2023-03-29 17:16:10+00:00
117,SudhanshuTrived,My Interview ⁦@TV9Bharatvarsh⁩ from 9.20 to 10 pm https://t.co/ohOfHP6fvJ,1926,256,2023-03-29 15:47:00+00:00
118,SudhanshuTrived,From 6.05 to 6.50 pm I’m @indiatvnews,198,26,2023-03-29 12:25:56+00:00
119,SudhanshuTrived,From 5.05 to 5.50 pm I’m @indiatvnews,218,28,2023-03-29 11:27:43+00:00
120,SudhanshuTrived,"मोदी के एक्सप्रेसवे बन रहे हैं नये भारत की पहचान। 
दिल्ली से मुंबई,बैंगलुरु से मैसूरू,मुंबई से नागपुर,आवागमन को सुरक्षित व सुगम बनाने हेतु देश में भर में उत्कृष्ट सड़क इंफ्रास्ट्रक्चर तैयार हो रहा है,ये PM श्री @narendramodi जी के नेतृत्व में सरकार की बड़ी उपलब्धियों में से एक है https://t.co/lJ7LUJ3xD0",8681,2001,2023-03-28 16:43:25+00:00
121,SudhanshuTrived,"पारिवारिक पृष्ठभूमि की बात करें तो चोर शब्द का इस्तेमाल ग़लत संदर्भ में करने पर इसी न्यायालय में 2019 में राहुल गांधी को माफ़ी माँगनी पड़ी थी, इंदिरा जी व राजीव जी के बयान हों या हाल में भारत के लोकतंत्र का अपमान अगर राहुल जी की पृष्ठभूमि देखने लगे तो समस्या और जटिल होती जायेगी। https://t.co/xeqUUdihYc",6624,1641,2023-03-27 18:06:19+00:00
122,SudhanshuTrived,From 9.10 to 9.50 pm I’m @republic,201,18,2023-03-27 15:40:42+00:00
123,SudhanshuTrived,From 8.05 to 8.59 pm I’m @TimesNow,239,21,2023-03-27 14:34:57+00:00
124,SudhanshuTrived,From 7.05 to 7.50 pm I’m @News18India,225,21,2023-03-27 13:33:11+00:00
125,SudhanshuTrived,From 6.20 to 7 pm I’m @indiatvnews,260,22,2023-03-27 12:48:29+00:00
126,SudhanshuTrived,Today watched #ManKiBaat with office Bearers of North West District of Delhi. https://t.co/25yokVEsV2,1777,150,2023-03-26 15:18:39+00:00
127,SudhanshuTrived,"कांग्रेस के नेता कहते हैं कि न्यायालय को सजा परिवार की पृष्ठभूमि को देखकर देनी चाहिए।कांग्रेस न्यायालय के न्यायिक-विवेक (Jurisprudence) से अपने को ऊपर समझती है, रस्सी जल गई पर बल नहीं गया। एक देश में दो विधान कांग्रेस को आज भी चाहिए, एक विधान आम आदमी के लिए एक अपने परिवार के लिए। https://t.co/ab2Rfk298T",5950,1652,2023-03-26 15:02:11+00:00
128,SudhanshuTrived,"किसी पिछड़ी जाति पर इतना बड़ा बयान किसी और ने दिया होता तो पिछड़े दलितों के स्वयंभू ठेकेदार देश में आग लगा देते, पर आज मानो वो सब मौन साधना में चले गये है।
जो कहते थे आतंकवाद का मज़हब नहीं होता वही संयोगवश दो लोगों के नाम के आधार पर पूरी जाति को निर्लज्जता से चोर बताने लगते हैं। https://t.co/WIUJm7sQ0Z",8758,2470,2023-03-26 14:51:07+00:00
129,SudhanshuTrived,"कांग्रेस के इस तथाकथित सत्याग्रह में ‘सत्य‘के प्रति कोई ‘आग्रह’ नहीं है केवल अपने को क़ानून से ऊपर समझने के अहंकार का ‘पूर्वाग्रह’ और पिछड़ी जातियों के प्रति अपमान का ‘दुराग्रह’ दिख रहा है।
My Press Conference today @BJP4India Head Office https://t.co/xBmsDstzkV",2701,626,2023-03-26 09:39:15+00:00
130,SudhanshuTrived,"Today addressed Press Conference  and had interaction with Media, Social Media office bearers of Dakshin Kannada Region of @BJP4Karnataka at Mangaluru. https://t.co/i09m6UNObE",1281,164,2023-03-24 18:07:06+00:00
131,SudhanshuTrived,"प्रधानमंत्री श्री @narendramodi जी द्वारा वाराणसी में 'स्वस्थ दृष्टि, समृद्ध काशी' अभियान के लाभार्थियों के साथ बातचीत। 

इस अभियान के माध्यम से PM जी के संसदीय क्षेत्र काशी के अनेक लोगों का मोतियाबिंद का मुफ़्त सफल ऑपरेशन हुआ और आँखों को रोशनी मिली। https://t.co/H8LyoDdpxo",2946,616,2023-03-24 13:17:17+00:00
132,SudhanshuTrived,"“हर एक देश में पीएम मोदी जैसा नेता होना चाहिए जो लोगों की परवाह करता है”

PM @NarendraModi जी के नेतृत्व में देश के टीबी के विरुद्ध मज़बूत और संवेदनशील अभियान की Stop TB Partnership की डायरेक्टर Lucica Ditiu ने सराहना की है। https://t.co/MrlcPmNhkc",9815,2406,2023-03-23 17:37:06+00:00
133,SudhanshuTrived,Today addressed Press Conference @BJP4Karnataka Head Office in Bangaluru. https://t.co/ubHIO37wuz,1342,146,2023-03-23 11:06:27+00:00
134,SudhanshuTrived,"PM श्री @narendramodi जी के नेतृत्व में वैश्विक स्तर पर सुदृढ़ भारतीय अर्थव्यवस्था।

भारत का इंफ़्रास्ट्रक्चर बजट अमेरिका सहित कईं यूरोपीय देशों से दुगुना है। द इकनॉनिमिट के अनुसार भारत के इन्फ्रा पर खर्च के आँकड़े हमारे पाँच ट्रिलियन इकॉनोमी के लक्ष्य को मज़बूत कर रहे है। https://t.co/MGQMYuwyY7",4437,954,2023-03-22 11:35:16+00:00
135,SudhanshuTrived,"भारतीय नववर्ष की शुभकामनाएँ।हिन्दू नववर्ष केवल किसी के जन्मदिन से नहीं सृष्टि के जन्म से प्रारंभ हो कर खगोलीय गणना के अनुसार होता है।नवीनतम शक संवत् 1945 विक्रम संवत् 2080 युगाब्द 5125 से लेकर प्राचीनतम सृष्टि संवत 1.97 अरब वर्ष से अधिक तक जाता है।
पवित्र भाव से विचार व गर्व करिए https://t.co/ZTWPfLtLrR",7477,1024,2023-03-22 07:00:32+00:00
136,SudhanshuTrived,AAP की शुरू से ही फ़ितरत है कि हर असंवैधानिक कार्य को नैतिकता दिखाने का प्रयास करो व अपनी कमी छुपाने के लिए नाटकीयता दिखाने का प्रयास करो।70 में 62 MLA होने के बाद भी स्वयं अपनी सरकार पर विश्वास प्रस्ताव लाने वाली AAP बजट पर भी भ्रष्टाचार से ध्यान भटकाने के लिए नाटकीयता कर रही है https://t.co/IH2leJwP11,7609,2029,2023-03-21 16:32:14+00:00
137,SudhanshuTrived,From 7.05 to 7.50 pm I’m @Republic_Bharat,253,27,2023-03-21 13:30:34+00:00
138,SudhanshuTrived,From 5.05 to 5.50 pm I’m @aajtak,227,22,2023-03-21 11:27:27+00:00
139,SudhanshuTrived,"दूरसंचार क्षेत्र की अभूतपूर्व गति, दूरसंचार क्षेत्र का अमृतकाल।

PM श्री ⁦@narendramodi⁩ जी की दूरदृष्टि व कुशल नेतृत्व में सुगम होती कनेक्टिविटी का सीधा लाभ किसानों, व्यापारियों, युवाओं और उधोगों को मिला है। सस्ता और तेज इंटरनेट भारत की पहचान है। https://t.co/Qg9mTRI8KJ",2671,622,2023-03-21 10:53:26+00:00
140,SudhanshuTrived,"BJP ने 72 साल में एक भी मुद्दे पर स्टैंड नहीं बदला।राम मंदिर, 370, सुरक्षा सभी पर हम अडिग रहे।
AAP 72 दिन भी अपनी विचारधारा पर टिक नहीं पाई,कांग्रेस के साथ सरकार बना ली।
कांग्रेस पुराने मॉडल को चलाने की जुगत में ही लगी रहती है।
अतः विश्वसनीयता (Credibility) हमारे ⁦साथ है।⁦ https://t.co/ffgnSc8l2S",15478,4167,2023-03-20 17:24:05+00:00
141,SudhanshuTrived,From 9.25 to 9.50 pm I’m @TimesNow,194,19,2023-03-20 15:52:29+00:00
142,SudhanshuTrived,"AAP के सत्ता में बदलते रंगों को देख कर याद आता है ।
“खुदा जब हुस्न देता है,
नजाकत आ ही जाती है,
कदम गिन-गिन के रखें पर,
कमर बलखा ही जाती है।”
कांग्रेस के विरुध्द क़सम खा कर उन्हीं के साथ पहली सरकार बनायी।
कांग्रेस तो विदेशी संस्थानों से प्यार और भारत पर प्रहार में ही लगी रहती है। https://t.co/7inm5PkYQn",9471,2811,2023-03-20 15:47:25+00:00
143,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,282,27,2023-03-20 12:22:50+00:00
144,SudhanshuTrived,"डेमोक्रेसी ख़त्म करने की बात के अलावा राहुल गांधी ने विदेश से तथाकथित लोकतंत्र के रक्षक यूरोप और अमेरिका से सीधे (Reaction) प्रतिक्रिया की माँग की। प्रतिक्रिया का मतलब यदि हस्तक्षेप नहीं है तो क्या है भारत की आलोचना,घेराव, प्रतिबंध या कुछ और है कांग्रेस जवाब दें और माफ़ी माँगे। https://t.co/ImwzVHl0Hm",7782,2229,2023-03-20 12:09:27+00:00
145,SudhanshuTrived,From 4 to 4.45 pm I’m @News18India,187,29,2023-03-20 10:32:00+00:00
146,SudhanshuTrived,"2014 के बाद से विकास और जनकल्याणकारी योजनाओं के माध्यम से नयें भारत का निर्माण। 

जनसेवा के इरादे और सबको साथ लेकर चलने पर आधारित PM श्री @narendramodi जी की सशक्त नीतियाँ और नेतृत्व वैश्विक स्तर पर उन्हें सबसे लोकप्रिय जन नेता बनाती है। https://t.co/TwGICxxysc",4730,1090,2023-03-19 13:25:03+00:00
147,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,263,25,2023-03-19 12:31:45+00:00
148,SudhanshuTrived,From 5.05 to 5.50 pm I’m  @aajtak,212,27,2023-03-19 11:26:25+00:00
149,SudhanshuTrived,"श्री राम मंदिर आंदोलन के हुतात्मा कोठारी बन्धु सम्मान समारोह 2023 में भगवान के भाईयों  पर एक विचार

 लक्ष्मण व शत्रुघ्न ही जुड़वां क्यों हैं ? 

हर बात का एक गहरा अर्थ है।

श्री राम मंदिर बाहर समाज व राष्ट्र के लिए ही नहीं हमारे अंतरतम की गहराई को भी प्रकाशित करने हेतु आवश्यक है https://t.co/BZRvbjwAL4",8985,2510,2023-03-19 08:32:07+00:00
150,SudhanshuTrived,"कारसेवकपुरम में एक गीत गया जाता था “शासन चलाए चाहे सीने पर गोलियाँ,
परवाह नहीं कीजिए शरीर और प्राण की,
आएँ आपदायें विपदाएँ भले कितनी,
बनाएंगे हम मंदिर सौगंध श्री राम की”
शासन की गोलियाँ झेलते हुए उस सौगंध को पूर्ण करने के लिए कोठारी बंधुओं का राष्ट्र और समाज सदैव ऋणी रहेगा। https://t.co/P5F9daoAtO",8297,2146,2023-03-18 19:07:49+00:00
151,SudhanshuTrived,आज कोलकाता में राम शरद कोठारी प्रतिभा सम्मान समारोह -2023 के कार्यक्रम में सहभागिता व संबोधन का अवसर प्राप्त हुआ https://t.co/hnDk5MJEuJ,2455,288,2023-03-18 18:55:44+00:00
152,SudhanshuTrived,"I will be speaking from Kolkata in a short while 

***LIVE NOW***
*राम शरद कोठारी प्रतिभा सम्मान - 2023*

*कला मंदिर, कोलकाता से सीधा प्रसारण*

*18 मार्च 2023*

Facebook Link-
https://t.co/gp3NQEe994

Youtube Link-

https://t.co/HJsbK1H5B6

आयोजक-
*राम शरद कोठारी स्मृति संघ*",332,82,2023-03-18 14:16:31+00:00
153,SudhanshuTrived,A major leap towards cyber security of the country under PM Sri @narendramodi ji &amp; HM Sri @AmitShah ji https://t.co/FmMTtWVkMW,1115,232,2023-03-18 06:14:37+00:00
154,SudhanshuTrived,From 9.05 to 9.50 pm I’m @DDNewslive,191,28,2023-03-17 15:33:25+00:00
155,SudhanshuTrived,"शोर-शराबे में दिल्ली को शराब में डुबोने वाले लोग बचकर निकलने का प्रयास कर रहे हैं, लेकिन हम देश का ध्यान इस विषय पर आकृष्ट रखना चाहते है।
पूछताछ के दौरान जाँच में स्वयं दिल्ली सरकार के लोगों से अनेक ऐसे तथ्य सामने आने के समाचार आ रहे हैं कि भ्रष्टाचार स्वयं सिद्ध होता दिख रहा है https://t.co/QFaimMW4NI",5278,1359,2023-03-17 13:55:31+00:00
156,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,241,21,2023-03-17 12:27:30+00:00
157,SudhanshuTrived,"एक ओर आज भारत पीएम श्री @narendramodi जी के नेतृत्व में दुनिया की 5वीं सबसे बड़ी आर्थिक महाशक्ति बन कर उभरा है, उनके नेतृत्व में जहां G20 की बैठक आज भारत में हो रही है, वहीं दूसरी ओर राहुल गाँधी विदेशी धरती पर देश, सदन और130 करोड़ जनता का अपमान कर रहे हैं
#RahulGandhiMaafiMaango https://t.co/wbC3gyRSpB",3499,635,2023-03-17 08:06:38+00:00
158,SudhanshuTrived,Today got the opportunity to meet at breakfast with HE President of India @rashtrapatibhvn Smt. Droupadi Murmu ji along with several colleagues of Parliament https://t.co/AMoFnkgq9S,4134,314,2023-03-16 17:14:58+00:00
159,SudhanshuTrived,"कांग्रेस आज 50 साल पुरानी मानसिकता लेकर चल रही है की विदेशी सरकारें भारत को प्रभावित कर देगी, वो दिन लद गये जब वो अपना प्रभाव रखते थे, अब हमसे वो प्रभावित होते है, फिर भी जिनके द्वारा स्थापित हुए उन्हीं अंग्रेजों के सामने गुहार लगाई है तो वो 21 वी सदी में उसी दौर में जी रहे हैं https://t.co/pwoytvytf5",7905,2142,2023-03-16 16:01:52+00:00
160,SudhanshuTrived,From 8.05 to 8.50 pm I’m @TimesNow,298,33,2023-03-16 14:33:55+00:00
161,SudhanshuTrived,From 7.05 to 7.50 pm I’m @Republic_Bharat,248,25,2023-03-16 13:31:40+00:00
162,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,256,23,2023-03-16 12:24:13+00:00
163,SudhanshuTrived,"जब सुप्रीम कोर्ट की कमेटी से जाँच का आदेश हो गया तो JPC की माँग कर रहे विपक्ष को मान जाना चाहिए मगर मंशा बवाल की है।
किसान बिल पर भी जब हमने चर्चा को कहा तो कहते हैं बिना चर्चा के वापस लीजिए जब PM ⁦@narendramodi⁩ जी ने सीधे वापस ले लिया तो कहते हैं चर्चा क्यों नहीं करते https://t.co/YA9SzuSWXM",7130,1935,2023-03-15 15:38:43+00:00
164,SudhanshuTrived,From 6.05 to 6.50 pm I’m @indiatvnews,215,20,2023-03-15 12:21:06+00:00
165,SudhanshuTrived,From 5.05 to 5.50 pm I’m @aajtak,241,29,2023-03-15 11:30:14+00:00
166,SudhanshuTrived,"PM श्री ⁦@narendramodi⁩ के विरुद्ध जितना भी विष वमन कर लेते हैं परंतु भारत का लोकतंत्र में जो ऐतिहासिक योगदान है, उस पर तो दो वाक्य बोल देते।इस बार क्या आज तक राहुल गांधी ने कभी भी ऐसी कोई बात भारत के बारे में नहीं बोली क्योंकि उन्हें भारतीय होने का न वो गर्व है न ज्ञान https://t.co/EJVD89ctW7",6708,1806,2023-03-14 17:38:57+00:00
167,SudhanshuTrived,"PM श्री @narednramodi जी के विरुद्ध कांग्रेस और विपक्ष के द्वारा तमाम झूठ और षड्यंत्रो के परे, 2014 से भारत के विकास और समृद्धि की कहानी… मुझे बस चलते जाना है। https://t.co/V7zjpM9dj3",2782,580,2023-03-14 13:47:08+00:00
168,SudhanshuTrived,दक्षिण की शानदार फ़िल्म ⁦@RRRMovie⁩ के “नाटू-नाटू” गीत ने आस्कर जीत कर धूम मचा दी है।लोग सोचते हैं कि “नाटू” का अर्थ क्या है।नाटू मूलतः (नटराज के) नट से निकला है जो नाट्य की अभिव्यक्ति है।यह शब्द शास्त्रीय अर्थ में दक्षिण व उत्तर में भारत की सांस्कृतिक एकरूपता का प्रतीक है https://t.co/2GSCooBUp2,11077,1942,2023-03-14 10:11:02+00:00
169,SudhanshuTrived,From 12 to 12.30 I’m @News18India,248,25,2023-03-14 06:26:16+00:00
170,SudhanshuTrived,अपनी समझ को सर्वोच्च न्यायालय से ऊपर मानने वाले लोग अब तो गुमान में अपने को शेर कह रहे हैं पर इन्हें तो शेर भी आक्रामक नहीं बिल्ली जैसे चाहिए इसीलिए नए संसद भवन के ऊपर लगे शेरों को लेकर कोर्ट तक चले गए थे।आज हक़ीक़त ये है कि वे शेर नहीं भीगी बिल्ली बनकर गोरों के आगे मिमिआ रहे हैं https://t.co/vJot9L1T2I,5082,1286,2023-03-13 17:15:59+00:00
171,SudhanshuTrived,"राहुल गांधी के लंदन में भारत विरोधी बयान पर कांग्रेस हम पर तूल देने का आरोप लगाती है, यदि एक बार कुछ कह दें तो गलती मान लें, पर बार बार जगह-जगह पर वैसा ही बयान भूल नहीं सोची समझी रणनीति है,जो PM श्री ⁦@narendramodi⁩ जी के प्रति नफ़रत में भारत की बदनामी करने को भी तैयार हैं https://t.co/vKsTm5crIO",5816,1425,2023-03-13 15:25:32+00:00
172,SudhanshuTrived,From 7.05 to 7.50 pm I’m @News18India,286,29,2023-03-13 13:32:24+00:00
173,SudhanshuTrived,From 6.05 to 6.50 pm I’m @aajtak,217,26,2023-03-13 12:27:56+00:00
174,SudhanshuTrived,From 5.05 to 5.50 pm I’m @abplive,219,34,2023-03-13 11:28:42+00:00
175,SudhanshuTrived,"विकास और प्रगति के नये मापदंड स्थापित करता कर्नाटक 

बेंगलुरु मैसूर एक्सप्रेसवे,IIT धारवाड़, विश्व का सबसे लंबा रेलवे प्लेटफ़ार्म हुबली।अन्य सरकारें जिन काम में दशक लगा देती है, एक दिन में एक राज्य को इतने सारे तोहफ़े डबल इंजन सरकार में ही संभव है।
@narendramodi ⁦⁦ https://t.co/BTbdG9IJIE",1629,253,2023-03-12 15:16:46+00:00
176,SudhanshuTrived,"कर्नाटक में लोकायुक्त कांग्रेस को निष्पक्ष नज़र आता है पर चुनाव आयुक्त निष्पक्ष नहीं।संस्थानों के बारे में सुविधा के अनुसार सियासी अदाकारी दिखाना कांग्रेस की प्रवृत्ति है।
हद ये है कि जो भ्रष्टाचार के आरोप में 25 साल पहले जेल जा चुके वो आज ⁦@narendramodi⁩ को दोषी कह रहे हैं https://t.co/WJrr1bqVzE",6435,1582,2023-03-11 18:29:05+00:00
177,SudhanshuTrived,देश से किए हर वादे हर बुनियादी सुविधाओं वाली योजना का लाभ सामान्य जन तक पहुँचा कर सरकार ने साबित किया है कि भाजपा सिर्फ़ वादा करने वाली पार्टी नहीं हैं। जैसा श्री @narendramodi जी ने कहा था भाजपा की पहचान है कि हम जो कहते हैं उसे पूरा करने के लिए दिन-रात खपा देते हैं। https://t.co/P1FEd48VgQ,3005,515,2023-03-11 13:41:16+00:00
178,SudhanshuTrived,From 5.05 to 5.50 pm I’m @ABPNews,210,19,2023-03-11 11:29:24+00:00
179,SudhanshuTrived,"Today got the opportunity to address Kumar Krushna Chandra Ray memorial Lecture at Regional Institute of Education, Bhuwaneshwar, Odisa as part of #Y20 initiative under G20 Programs https://t.co/ehMsIDEDyk",1071,169,2023-03-10 18:21:10+00:00
180,SudhanshuTrived,ऑस्ट्रेलिया में हमारे मंदिरों पर असामाजिक तत्वों द्वारा हमलों  के मुद्दे को PM श्री @narendramodi जी का आस्ट्रेलिया के प्रधानमंत्री के समक्ष रखना यह दर्शाता है कि देश के साथ विदेश में भी हमारे मंदिर और सांस्कृतिक विरासत और धरोहरों की रक्षा सरकार के लिए विशेष प्राथमिकता है। https://t.co/v7j7GbUOOC,5017,889,2023-03-10 15:40:28+00:00
181,SudhanshuTrived,"कांग्रेस के नेता क्रिकेट मैच से राजनीतिक बयानों की तुलना करते हुए कह रहे हैं कि फ़लाँ एंड से बोलिंग हो रही है, ये एंड तो अपने भारत में है लेकिन राहुल गांधी को सात समंदर पार के वेस्टर्न एंड से भारत के ख़िलाफ़ बोलिंग कर रहे हैं उसमें भी नो बाल फेंक रहे हैं https://t.co/E8vomnlzUS",5433,1073,2023-03-09 17:17:03+00:00
182,SudhanshuTrived,PM श्री ⁦@narendramodi⁩ जी की कुशल कूटनीति से भारत ने चीन को कैसा झूला झुलाया है संभवतः इसका पूरा चित्र तो कांग्रेस व राहुल जी की समझ से बाहर है https://t.co/rZiJLCfmG5,8009,1703,2023-03-09 17:02:50+00:00
183,SudhanshuTrived,From 9.05 to 9.50 pm I’m @republic,240,35,2023-03-09 15:34:14+00:00
184,SudhanshuTrived,"क्रिकेट की प्रतिस्पर्धा के साथ दो देशों की कूटनीतिक मैत्री के रंग।

75 साल से जारी भारत और आस्ट्रेलिया की ऐतिहासिक मित्रता आज अहमदाबाद क्रिकेट के पिच पर दोनों देशों के राष्‍ट्राध्‍यक्षों की उपस्थिति में फिर प्रगाढ़ हुई है। @narendramodi ⁦@AlboMP⁩ https://t.co/QcYgnvyDuy",3079,564,2023-03-09 14:42:13+00:00
185,SudhanshuTrived,From 7.05 to 7.50 pm I’m @News18India,219,18,2023-03-09 13:28:59+00:00
186,SudhanshuTrived,From 5.05 to 5.50 pm I’m @News24,242,29,2023-03-09 11:25:43+00:00
187,SudhanshuTrived,Today celebrated Holi at RM Sri @rajnathsingh Ji’s residence with US Secretery of Commerece Mrs.  @SecRaimondo as special guest along with union minister Sri @PiyushGoyal @DrSJaishankar @ianuragthakur @KirenRijiju @ManojTiwariMP @M_Lekhi @byadavbjp @Rajeev_GoI A Glimpse of that https://t.co/NwfJbDbFQz,3090,278,2023-03-08 08:37:05+00:00
188,SudhanshuTrived,Today celebrated Holi at Defence Minister Sri @rajnathsingh Ji’s residence with US Secretery of Commerece Mrs.  @SecRaimondo as special guest along with union minister Sri @PiyushGoyal @DrSJaishankar @ianuragthakur @KirenRijiju @ManojTiwariMP @M_Lekhi @byadavbjp @Rajeev_GoI https://t.co/sPnXgdRTjO,3917,294,2023-03-08 08:32:42+00:00
189,SudhanshuTrived,"होलिकोत्सव व धूलिवंदन की अनेकानेक शुभकामनाएँ। यह पर्व आपके और राष्ट्र के, समाज के जीवन में नए रंगों छटा बिखेरे https://t.co/lkoJDqugE7",4442,418,2023-03-08 02:33:41+00:00
